City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
463,Sao Francisco Do Sul,BR,-26.2433,-48.6381,66.11,88,40,0.0,scattered clouds
464,Paragominas,BR,-2.9667,-47.4833,72.41,91,83,3.11,broken clouds
465,Muli,MV,2.9167,73.5667,80.71,77,98,11.52,overcast clouds
466,Bengkulu,ID,-3.8004,102.2655,80.17,79,99,3.29,light rain
467,Ryotsu,JP,38.0833,138.4333,62.11,66,100,9.15,overcast clouds
468,Daru,PG,-9.0763,143.2092,85.21,62,13,13.73,few clouds
469,Laguna,US,38.421,-121.4238,53.74,74,75,4.61,broken clouds
470,Narsaq,GL,60.9167,-46.05,32.22,85,100,2.53,overcast clouds
471,Santa Fe,AR,-31.6333,-60.7,76.01,47,100,5.01,overcast clouds
472,Cockburn Town,TC,21.4612,-71.1419,81.55,77,1,12.91,clear sky
473,Mansa,IN,29.9833,75.3833,70.56,48,54,3.22,broken clouds
474,Stjordalshalsen,NO,63.4681,10.9262,38.91,100,75,4.61,fog
475,Makambako,TZ,-8.8453,34.823,59.83,88,100,8.41,light rain
476,Alice Springs,AU,-23.7,133.8833,92.75,26,4,17.27,clear sky
477,Seoul,KR,37.5683,126.9778,58.6,65,0,3.44,mist
478,Ilo,PE,-17.6394,-71.3375,63.79,85,12,4.83,few clouds
479,Tazovskiy,RU,67.4667,78.7,-6.45,99,84,6.8,broken clouds
480,Giaveno,IT,45.047,7.3492,50.72,87,100,3.02,overcast clouds
481,Gua Musang,MY,4.8823,101.9644,83.91,70,95,2.71,overcast clouds
482,Grammenitsa,GR,39.1831,20.9806,56.66,82,0,3.96,clear sky
483,San-Pedro,CI,4.7485,-6.6363,76.28,88,75,5.61,light rain
484,Tautira,PF,-17.7333,-149.15,77.43,83,90,14.27,light rain
485,Golkoy,TR,40.6875,37.6178,44.01,94,100,0.51,overcast clouds
486,Oktyabrskiy,RU,54.4815,53.471,34.63,95,100,11.92,overcast clouds
487,Sechura,PE,-5.5569,-80.8222,63.59,82,78,12.5,broken clouds
488,Mokhsogollokh,RU,61.4681,128.9203,9.14,92,100,2.37,overcast clouds
489,Taoudenni,ML,22.6783,-3.9836,72.23,13,0,10.49,clear sky
490,Tangzhai,CN,34.4328,116.5911,66.69,65,95,7.0,overcast clouds
491,Palm Bay,US,28.0345,-80.5887,77.05,94,100,24.16,heavy intensity rain
492,Atikokan,CA,48.7555,-91.6216,35.96,93,100,7.31,overcast clouds
493,Cowra,AU,-33.8333,148.6833,74.68,47,29,6.17,scattered clouds
494,Gogrial,SS,8.5332,28.1004,74.37,51,100,3.8,overcast clouds
495,Antofagasta,CL,-23.65,-70.4,61.88,74,40,2.71,scattered clouds
496,Shubarkuduk,KZ,49.1447,56.4872,28.76,89,88,4.09,overcast clouds
497,Spas-Demensk,RU,54.4122,34.0226,43.38,92,100,9.95,overcast clouds
498,Disna,BY,55.568,28.1971,45.57,86,100,9.66,overcast clouds
499,Maniwaki,CA,46.3834,-75.966,48.58,43,100,12.66,overcast clouds
500,Balgazyn,RU,51.0,95.2,24.64,74,100,7.05,overcast clouds
501,Angoche,MZ,-16.2325,39.9086,75.24,83,50,11.45,scattered clouds
502,Darnah,LY,32.767,22.6367,66.42,65,0,13.85,clear sky
503,Tessalit,ML,20.1986,1.0114,69.69,15,51,9.37,broken clouds
504,Chake Chake,TZ,-5.2459,39.7666,76.12,89,49,7.29,scattered clouds
505,Sterling,US,39.0062,-77.4286,50.16,77,0,3.44,clear sky
506,Aljezur,PT,37.3191,-8.8033,58.96,81,17,6.4,few clouds
507,Harper,LR,4.375,-7.7169,77.4,84,32,7.14,scattered clouds
508,Katubao,PH,5.8892,124.8294,87.78,72,91,3.15,overcast clouds
509,Launceston,AU,-41.45,147.1667,75.61,62,40,12.66,scattered clouds
510,Abnub,EG,27.2696,31.1511,57.42,61,0,5.73,clear sky
511,Trairi,BR,-3.2778,-39.2689,77.41,81,100,8.03,overcast clouds
512,Jackson,US,42.4165,-122.8345,43.05,84,75,1.01,broken clouds
513,Kondoa,TZ,-4.9,35.7833,59.76,94,99,4.43,overcast clouds
514,Cheremshan,RU,54.6667,51.5,34.61,93,100,12.17,overcast clouds
515,Udachnyy,RU,66.4167,112.4,8.46,84,100,4.14,overcast clouds
516,Dubbo,AU,-32.25,148.6167,77.13,44,29,9.22,scattered clouds
517,Chicama,PE,-7.8447,-79.1469,59.54,82,36,5.68,scattered clouds
518,Lebanon,US,36.2081,-86.2911,64.45,68,0,0.0,clear sky
519,Kajaani,FI,64.2273,27.7285,30.25,93,100,6.91,light snow
520,Sakakah,SA,29.9697,40.2064,58.57,46,0,6.08,clear sky
521,Talcahuano,CL,-36.7167,-73.1167,55.08,94,75,17.27,broken clouds
522,Dordrecht,NL,51.81,4.6736,52.02,93,69,5.99,broken clouds
523,Penzance,GB,50.1186,-5.5371,56.08,88,74,22.44,broken clouds
524,Bathsheba,BB,13.2167,-59.5167,81.21,83,40,12.66,scattered clouds
525,Olga,RU,43.7444,135.2892,46.33,34,63,9.69,broken clouds
526,Leninskoye,KZ,41.7589,69.3864,37.81,47,9,2.04,clear sky
527,Aqtobe,KZ,50.2797,57.2072,28.49,80,100,8.95,overcast clouds
528,Ahipara,NZ,-35.1667,173.1667,70.09,69,83,4.03,broken clouds
529,Ko Samui,TH,9.5357,99.9357,87.71,66,20,11.5,few clouds
530,Fenoarivo,MG,-18.933,47.4354,59.07,100,75,4.61,smoke
531,Karpathos,GR,35.507,27.2132,64.36,72,0,13.8,clear sky
532,Tecoanapa,MX,16.5167,-98.75,78.87,83,9,4.36,clear sky
533,Anadyr,RU,64.75,177.4833,16.3,85,75,6.71,mist
534,Biak,ID,-0.9131,122.8766,83.73,67,95,1.74,overcast clouds
535,Klyuchi,RU,52.2667,79.1667,26.44,91,99,9.48,overcast clouds
536,Khandyga,RU,62.6667,135.6,-13.68,92,100,3.11,overcast clouds
537,Kandry,RU,54.5667,54.1167,34.41,96,100,10.89,overcast clouds
538,Acobamba,PE,-11.3525,-75.6594,52.61,88,100,1.34,overcast clouds
539,Sorland,NO,67.667,12.6934,40.86,64,63,10.65,broken clouds
540,Oriximina,BR,-1.7656,-55.8661,75.78,86,79,2.75,broken clouds
541,Abeokuta,NG,7.15,3.35,74.52,91,63,2.21,broken clouds
542,San Matias,BO,-16.3667,-58.4,78.3,38,3,4.34,clear sky
543,Lima,PE,-12.0432,-77.0282,62.91,80,0,10.36,clear sky
544,Brejo Santo,BR,-7.4933,-38.9872,79.03,50,90,2.57,overcast clouds
545,Valparaiso,CL,-33.0393,-71.6273,51.44,87,20,2.3,few clouds
546,Sibu,MY,2.3,111.8167,80.91,83,20,5.01,few clouds
547,Coihaique,CL,-45.5752,-72.0662,51.75,66,0,9.22,clear sky
548,Tevriz,RU,57.509,72.4042,29.3,97,100,7.07,light snow
549,Eregli,TR,37.5133,34.0467,47.82,72,94,3.4,overcast clouds
550,Ketchikan,US,55.3422,-131.6461,36.07,44,100,10.36,overcast clouds
551,Saryozek,KZ,44.3583,77.9753,33.91,53,16,1.97,few clouds
552,Phan Thiet,VN,10.9333,108.1,85.66,59,100,7.9,overcast clouds
553,Kenora,CA,49.8167,-94.4337,29.37,86,75,13.8,broken clouds
554,Makakilo City,US,21.3469,-158.0858,80.92,51,0,16.11,clear sky
555,Aboso,GH,5.3617,-1.9473,72.88,95,90,3.04,overcast clouds
556,Umm Lajj,SA,25.0213,37.2685,71.92,61,0,9.1,clear sky
557,Along,IN,28.1667,94.7667,71.62,55,5,0.45,clear sky
558,Ampanihy,MG,-24.7,44.75,73.38,71,1,0.09,clear sky
559,Ronne,DK,55.1009,14.7066,53.51,87,75,18.41,broken clouds
560,Khudumelapye,BW,-23.8833,24.75,69.78,47,0,7.67,clear sky
561,Emerald,AU,-23.5333,148.1667,80.35,41,100,9.93,overcast clouds
562,Barabinsk,RU,55.3571,78.357,29.21,95,100,10.45,light snow
563,Kiama,AU,-34.6833,150.8667,76.37,62,36,8.01,scattered clouds
564,Srikakulam,IN,18.3,83.9,77.45,68,14,7.47,few clouds
565,Vostok,RU,46.4856,135.8833,28.83,39,0,13.94,clear sky
566,Verkhovazhye,RU,60.7472,42.0465,39.22,99,100,3.11,overcast clouds
567,Vestmannaeyjar,IS,63.4427,-20.2734,43.74,80,100,11.45,overcast clouds
568,Kristiansund,NO,63.1115,7.732,47.05,76,75,4.61,broken clouds
569,Tandil,AR,-37.3217,-59.1332,58.68,76,76,8.57,broken clouds
570,Mangan,IN,27.5167,88.5333,70.84,32,0,4.36,clear sky
571,Porto Novo,BJ,6.4965,2.6036,82.22,88,63,5.39,light rain
572,Kolda,SN,12.8833,-14.95,72.07,78,0,4.32,clear sky
573,Rapid Valley,US,44.0625,-103.1463,22.1,91,100,17.27,mist
574,Tumut,AU,-35.3,148.2167,72.66,54,65,8.63,broken clouds
575,Esperance,AU,-33.8667,121.9,71.67,54,89,8.21,overcast clouds
576,Atar,MR,20.5169,-13.0499,76.64,17,0,6.38,clear sky
577,Roatan,HN,16.3244,-86.5366,78.08,73,40,4.61,scattered clouds
578,Carutapera,BR,-1.195,-46.02,74.46,89,10,4.94,clear sky
579,Oranjestad,AW,12.524,-70.027,80.55,96,20,2.3,few clouds
580,Falefa,WS,-13.887,-171.588,85.89,80,91,14.03,light rain
581,Puerto Escondido,MX,15.85,-97.0667,78.39,84,1,3.76,light rain
582,Novyy Urgal,RU,51.0736,132.5642,26.58,40,1,7.94,clear sky
583,Thabazimbi,ZA,-24.5917,27.4116,69.98,52,6,3.44,clear sky
584,Ermelo,ZA,-26.5333,29.9833,53.78,88,0,4.07,clear sky
585,Broome,US,42.2506,-75.833,45.37,54,0,8.05,clear sky
586,Fairbanks,US,64.8378,-147.7164,17.94,87,100,0.0,overcast clouds
587,Bontang,ID,0.1333,117.5,81.77,80,100,3.8,overcast clouds
588,Midwest City,US,35.4495,-97.3967,71.71,72,0,16.11,clear sky
589,Skibotn,NO,69.3913,20.2679,28.44,88,68,15.46,broken clouds
590,Beloha,MG,-25.1667,45.05,73.31,81,1,2.26,clear sky
591,Puerto Colombia,CO,10.9878,-74.9547,75.29,81,100,1.32,light rain
592,Crixas,BR,-14.5489,-49.9692,72.9,80,11,4.92,few clouds
593,Mehamn,NO,71.0357,27.8492,33.75,86,100,10.36,overcast clouds
594,Muncar,ID,-8.4333,114.3333,85.98,66,72,4.88,broken clouds
595,Urumqi,CN,43.801,87.6005,31.15,86,0,2.24,clear sky
596,Kitimat,CA,54.0524,-128.6534,22.91,58,32,2.48,scattered clouds
597,Tabou,CI,4.423,-7.3528,77.27,83,18,6.6,few clouds
598,Tutayev,RU,57.8853,39.5406,43.56,92,100,7.94,overcast clouds
599,Scottsbluff,US,41.8666,-103.6672,25.56,86,100,16.11,overcast clouds
600,Aberdeen,GB,57.1437,-2.0981,55.49,91,40,18.41,scattered clouds
601,Miyako,JP,39.6367,141.9525,60.37,62,100,5.21,overcast clouds
602,Mao,ES,39.8885,4.2658,64.96,88,40,11.5,scattered clouds
603,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,73.18,94,91,2.06,overcast clouds
604,Nishihara,JP,26.1842,127.7558,74.48,92,100,11.5,overcast clouds
605,Bairnsdale,AU,-37.8333,147.6167,82.06,54,85,4.0,overcast clouds
606,Naantali,FI,60.4674,22.0243,51.08,93,100,9.22,overcast clouds
607,Westport,US,41.1415,-73.3579,51.62,72,0,10.0,clear sky
608,Sola,VU,-13.8833,167.55,81.99,74,49,9.42,scattered clouds
609,Boissevain,CA,49.2306,-100.0559,16.3,85,100,12.12,overcast clouds
610,Tala,EG,30.6803,30.9429,57.69,80,0,1.52,clear sky
611,Glenwood Springs,US,39.5505,-107.3248,34.72,86,100,12.66,heavy snow
612,Le Vauclin,MQ,14.5452,-60.8388,80.85,89,40,4.61,scattered clouds
613,Medea,DZ,36.2642,2.7539,53.85,76,100,2.04,overcast clouds
614,Shimoda,JP,34.6667,138.95,70.16,56,4,14.0,clear sky
615,Galveston,US,29.3669,-94.9669,73.99,90,20,10.36,few clouds
616,Kranuan,TH,16.7067,103.0788,81.16,55,97,7.78,overcast clouds
617,Dingle,PH,10.9995,122.6711,85.23,72,73,11.74,broken clouds
618,Caico,BR,-6.4583,-37.0978,79.99,60,100,14.2,overcast clouds
619,Sioux Lookout,CA,50.1001,-91.917,32.07,100,100,3.44,overcast clouds
620,Brownsville,US,25.9018,-97.4975,75.2,87,0,5.75,clear sky
621,Weymouth,US,42.2209,-70.9398,45.86,78,0,10.36,clear sky
622,Kouango,CF,4.9934,19.9619,70.38,95,100,3.62,light rain
623,Ittiri,IT,40.5929,8.5684,52.7,83,100,5.14,overcast clouds
624,Dom Pedrito,BR,-30.9828,-54.6731,59.41,85,5,10.51,clear sky
625,Constantine,DZ,36.365,6.6147,56.61,54,0,4.61,clear sky
626,Flinders,AU,-34.5833,150.8552,76.17,62,36,7.0,scattered clouds
627,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,86,40,10.36,scattered clouds
628,Kalach-Na-Donu,RU,48.691,43.5264,41.38,73,100,4.74,overcast clouds
629,Kurchum,KZ,48.5722,83.6542,31.77,49,100,2.17,overcast clouds
630,Sinnamary,GF,5.3833,-52.95,78.21,86,93,8.03,overcast clouds
631,Sovetskiy,RU,61.3614,63.5842,17.47,97,83,3.76,broken clouds
632,Saint-Georges,GD,12.0564,-61.7485,80.28,89,20,6.91,few clouds
633,Dwarka,IN,22.2394,68.9678,80.04,58,5,8.32,clear sky
634,Honggang,CN,46.4667,124.8667,39.42,21,83,5.66,broken clouds
635,Mettet,BE,50.3212,4.6623,48.02,93,75,8.05,broken clouds
636,Tongliao,CN,43.6125,122.2653,48.52,36,14,8.79,few clouds
637,Northam,GB,51.0333,-4.2167,54.61,92,41,17.72,scattered clouds
638,Santa Lucia,ES,27.9117,-15.5407,61.92,78,20,17.27,few clouds
639,Balkanabat,TM,39.5108,54.3671,46.04,38,56,4.47,broken clouds
640,Port Augusta,AU,-32.5,137.7667,85.28,29,1,10.45,clear sky
641,Harnosand,SE,62.6323,17.9379,42.01,94,100,3.67,overcast clouds
642,Qandala,SO,11.472,49.8728,79.81,70,10,8.46,clear sky
643,Purpe,RU,64.4803,76.6897,-6.2,92,11,8.25,few clouds
644,Yarensk,RU,62.1675,49.0916,34.11,100,100,3.22,light snow
645,Kiunga,PG,-6.1219,141.2906,81.68,91,82,1.07,broken clouds
646,Labuan,MY,5.2767,115.2417,84.56,83,40,0.0,scattered clouds
647,Ipora,BR,-16.4419,-51.1178,71.74,69,16,2.8,few clouds
648,Codajas,BR,-3.8367,-62.0569,74.75,91,90,2.75,overcast clouds
649,Westlock,CA,54.1502,-113.8688,-2.88,95,13,6.82,few clouds
650,Skibbereen,IE,51.55,-9.2667,57.11,93,98,20.18,overcast clouds
651,Dunedin,NZ,-45.8742,170.5036,55.8,61,1,5.99,clear sky
652,Cisarua,ID,-6.6527,106.471,72.79,80,100,3.85,light rain
653,Quelimane,MZ,-17.8786,36.8883,76.95,94,75,11.99,broken clouds
654,Madras,IN,13.0878,80.2785,78.78,94,75,4.61,light intensity drizzle
655,Xinxiang,CN,35.3089,113.8672,57.72,75,98,7.61,overcast clouds
656,Babstovo,RU,48.1167,132.4833,33.64,34,0,15.28,clear sky
657,Alta Floresta,BR,-9.8756,-56.0861,77.85,63,76,4.63,broken clouds
658,Takoradi,GH,4.8845,-1.7554,77.97,85,72,8.01,broken clouds
659,Bagan,RU,54.1001,77.6646,29.25,91,100,12.26,overcast clouds
660,Zhitnevo,RU,55.3423,37.9146,48.2,87,75,15.99,broken clouds
661,Tulun,RU,54.5611,100.5792,25.39,77,83,4.83,broken clouds
662,Nilokheri,IN,29.8333,76.9167,70.36,52,62,2.44,broken clouds
663,Korsakov,RU,46.6328,142.7813,37.24,49,33,23.53,scattered clouds
664,Kodinsk,RU,58.6881,99.1844,23.72,84,100,8.93,overcast clouds
665,Kleive,NO,62.7954,7.6359,46.72,87,100,6.91,overcast clouds
666,Gunjur,GM,13.2019,-16.7339,75.27,94,6,3.44,clear sky
667,Batemans Bay,AU,-35.7167,150.1833,70.11,55,2,14.79,clear sky
668,Sulangan,PH,11.1373,123.7228,83.35,73,72,10.45,broken clouds
669,Tuy Hoa,VN,13.0833,109.3,79.61,83,99,11.25,overcast clouds
670,Kismayo,SO,-0.3582,42.5454,77.68,82,80,10.65,broken clouds
671,Saryg-Sep,RU,51.5,95.6,24.57,88,100,2.66,overcast clouds
672,Salalah,OM,17.0151,54.0924,73.49,53,0,2.3,clear sky
673,Anjiang,CN,27.3194,110.1031,82.78,40,1,3.8,clear sky
674,Muravlenko,RU,63.7898,74.523,-0.2,92,20,9.93,few clouds
675,Abu Samrah,SY,35.3029,37.1841,55.09,78,16,5.55,few clouds
676,Dembi Dolo,ET,8.5333,34.8,54.97,91,46,4.72,light rain
677,Dicabisagan,PH,17.0818,122.4157,85.42,70,22,5.75,few clouds
678,Caravelas,BR,-17.7125,-39.2481,73.08,93,100,3.58,overcast clouds
679,Dongsheng,CN,39.8161,109.9776,50.16,62,98,9.24,overcast clouds
680,Angoram,PG,-4.0625,144.0661,86.27,72,80,2.71,broken clouds
681,Lexington,US,37.9887,-84.4777,62.6,42,0,6.91,clear sky
682,Nipawin,CA,53.3668,-104.0009,3.24,92,0,3.44,clear sky
683,Jalor,IN,25.35,72.6167,76.75,39,0,1.52,clear sky
684,Buchanan,LR,5.8808,-10.0467,76.44,88,17,4.83,light rain
685,Vrangel,RU,42.7297,133.0839,48.61,43,79,8.84,broken clouds
686,Perleberg,DE,53.0667,11.8667,52.86,85,81,12.26,broken clouds
687,Hukuntsi,BW,-24.0,21.75,71.64,43,26,9.17,scattered clouds
688,Muroto,JP,33.2833,134.15,67.84,63,4,5.84,clear sky
689,Luancheng,CN,37.8792,114.6517,55.56,59,42,6.44,scattered clouds
690,Cayenne,GF,4.9333,-52.3333,75.24,94,75,3.44,light rain
691,Saurimo,AO,-9.6608,20.3916,63.41,99,100,3.42,light rain
692,Rorvik,NO,64.8621,11.2373,39.31,93,100,8.05,light rain
693,Lumberton,US,34.6182,-79.0086,62.91,67,100,14.88,overcast clouds
694,Lingyuan,CN,41.24,119.4011,54.7,49,20,6.67,few clouds
695,Waipawa,NZ,-41.4122,175.5153,53.15,55,1,13.22,clear sky
696,Grand-Lahou,CI,5.1367,-5.0242,76.64,88,37,5.84,moderate rain
